
Idaho (MST) SNOTEL Site Reynolds Creek - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue May 02 13:40:17 GMT-08:00 2017. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,
2029,2010-08-14,,    13.6,    13.6,    22.8,    22.8,    12.8,    12.8,    18.2,    18.2,
2029,2010-08-15,,    14.4,    14.4,    23.6,    23.6,    10.0,    10.0,    16.8,    16.8,
2029,2010-08-16,,    17.7,    17.7,    25.7,    25.7,    12.7,    12.7,    19.9,    19.9,
2029,2010-08-17,,    18.9,    18.9,    28.1,    28.1,    14.9,    14.9,    21.3,    21.3,
2029,2010-08-18,,    21.4,    21.4,    29.0,    29.0,    16.2,    16.2,    23.8,    23.8,
2029,2010-08-19,,    14.7,    14.7,    25.4,    25.4,    14.5,    14.5,    19.8,    19.9,
2029,2010-08-20,,    18.0,    18.0,    26.5,    26.5,    13.7,    13.7,    21.0,    20.9,
2029,2010-08-21,,    22.7,    22.7,    26.3,    26.3,    13.5,    13.5,    21.0,    20.9,
2029,2010-08-22,,    18.0,    18.0,    27.6,    27.6,    16.9,    16.9,    21.5,    21.5,
2029,2010-08-23,,     8.2,     8.2,    19.1,    19.1,     8.2,     8.2,    14.2,    14.3,
2029,2010-08-24,,     8.9,     8.9,    18.9,    18.9,     5.8,     5.8,    12.3,    12.2,
2029,2010-08-25,,    17.1,    17.1,    23.6,    23.6,     7.4,     7.4,    16.6,    16.5,
2029,2010-08-26,,    22.9,    22.9,    30.1,-99.9,    20.1,-99.9,    25.7,-99.9,
2029,2010-08-27,,    10.9,    10.9,    32.1,-99.9,    10.9,-99.9,    24.9,-99.9,
2029,2010-08-28,,    12.3,    12.3,    18.3,    18.3,     7.5,     7.5,    12.7,    12.7,
2029,2010-08-29,,     4.8,     4.8,    15.2,    15.2,     4.8,     4.8,    10.2,    10.3,
2029,2010-08-30,,     7.1,     7.1,    13.4,    13.4,     3.9,     3.9,     7.0,     6.9,
2029,2010-08-31,,     6.1,     6.1,    13.5,    13.5,     6.0,     6.0,     9.3,     9.3,
2029,2010-09-01,,    12.7,    12.7,    16.1,    16.1,     4.5,     4.5,    11.1,    11.0,
2029,2010-09-02,,     8.3,     8.3,    19.2,    19.2,     8.3,     8.3,    13.6,    13.6,
2029,2010-09-03,,    15.7,    15.7,    21.1,    21.1,     8.3,     8.3,    15.1,    15.0,
2029,2010-09-04,,    21.5,    21.5,    27.5,    27.5,    12.7,    12.7,    20.0,    20.0,
2029,2010-09-05,,    11.1,    11.1,    24.5,    24.5,    11.1,    11.1,    19.9,    20.1,
2029,2010-09-06,,     4.9,     4.9,    12.8,    12.8,     4.6,     4.6,     8.8,     8.9,
2029,2010-09-07,,     8.8,     8.8,    15.8,    15.8,     2.2,     2.2,     9.1,     9.1,
2029,2010-09-08,,    13.7,    13.7,    23.0,    23.0,     6.7,     6.7,    14.7,    14.7,
2029,2010-09-09,,     6.2,     6.2,    14.2,    14.2,     6.2,     6.2,     9.9,    10.0,
2029,2010-09-10,,     5.1,     5.1,    11.9,    11.9,     4.9,     4.9,     7.2,     7.2,
2029,2010-09-11,,     7.0,     7.0,    16.1,    16.1,     3.0,     3.0,     9.1,     9.1,
2029,2010-09-12,,    13.2,    13.2,    22.1,    22.1,     7.0,     7.0,    15.4,    15.3,
2029,2010-09-13,,    14.9,    14.9,    23.5,    23.5,    11.7,    11.7,    17.4,    17.4,
2029,2010-09-14,,    14.8,    14.8,    24.5,    24.5,    12.1,    12.1,    18.4,    18.4,
2029,2010-09-15,,    15.0,    15.0,    23.2,    23.2,    13.2,    13.2,    17.5,    17.5,
2029,2010-09-16,,    17.3,    17.3,    24.1,    24.1,    10.8,    10.8,    18.3,    18.3,
2029,2010-09-17,,    14.3,    14.3,    23.1,    23.1,    13.1,    13.1,    17.2,    17.2,
2029,2010-09-18,,    17.7,    17.7,    24.7,    24.7,    13.0,    13.0,    18.7,    18.7,
2029,2010-09-19,,    17.7,    17.7,    23.1,    23.1,    14.5,    14.5,    18.1,    18.1,
2029,2010-09-20,,     7.7,     7.7,    19.6,    19.6,     7.6,     7.6,    14.5,    14.6,
2029,2010-09-21,,     7.7,     7.7,    15.9,    15.9,     5.6,     5.6,     9.6,     9.6,
2029,2010-09-22,,     9.5,     9.5,    18.1,    18.1,     6.5,     6.5,    12.1,    12.1,
2029,2010-09-23,,     8.4,     8.4,    17.2,    17.2,     6.8,     6.8,    11.4,    11.4,
2029,2010-09-24,,    13.5,    13.5,    19.1,    19.1,     7.2,     7.2,    12.6,    12.6,
2029,2010-09-25,,    12.1,    12.1,    19.4,    19.4,    10.1,    10.1,    14.6,    14.6,
2029,2010-09-26,,    17.4,    17.4,    25.0,    25.0,    11.5,    11.5,    18.3,    18.3,
2029,2010-09-27,,    15.6,    15.6,    25.4,    25.4,    15.6,    15.6,    20.6,    20.6,
2029,2010-09-28,,    17.8,    17.8,    26.1,    26.1,    17.3,-99.9,    20.8,-99.9,
2029,2010-09-29,,    17.9,    17.9,    28.7,    28.7,    15.3,    15.3,    21.6,    21.6,
2029,2010-09-30,,    14.9,    14.9,    24.6,    24.6,    14.1,    14.1,    18.8,    18.8,
2029,2010-09-30,23:59,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,




