
Idaho (MST) SNOTEL Site Reynolds Creek - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed May 03 11:59:14 GMT-08:00 2017. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,SRADV.H-1 (watt) ,SRADV.H-2 (watt) ,
2029,2010-01-27,23:00,    0.00,    0.00,
2029,2010-01-28,00:00,    0.00,    0.00,
2029,2010-01-28,01:00,    0.00,    0.00,
2029,2010-01-28,02:00,    0.00,    0.00,
2029,2010-01-28,03:00,    0.00,    0.00,
2029,2010-01-28,04:00,    0.00,    0.00,
2029,2010-01-28,05:00,    0.00,    0.00,
2029,2010-01-28,06:00,    0.00,    0.00,
2029,2010-01-28,07:00,    0.24,    0.00,
2029,2010-01-28,08:00,   17.34,   14.28,
2029,2010-01-28,09:00,  144.57,  125.17,
2029,2010-01-28,10:00,  284.49,  253.33,
2029,2010-01-28,11:00,  340.42,  312.43,
2029,2010-01-28,12:00,  294.02,  269.60,
2029,2010-01-28,13:00,  283.03,  258.64,
2029,2010-01-28,14:00,  220.76,  203.19,
2029,2010-01-28,15:00,  116.24,  108.24,
2029,2010-01-28,16:00,   58.12,   53.12,
2029,2010-01-28,17:00,   12.94,   10.29,
2029,2010-01-28,18:00,    0.00,    0.00,
2029,2010-01-28,19:00,    0.00,    0.00,
2029,2010-01-28,20:00,    0.00,    0.00,
2029,2010-01-28,21:00,    0.00,    0.00,
2029,2010-01-28,22:00,    0.00,    0.00,
2029,2010-01-28,23:00,    0.00,    0.00,
2029,2010-01-29,00:00,    0.00,    0.00,
2029,2010-01-29,01:00,    0.00,    0.00,
2029,2010-01-29,02:00,    0.00,    0.00,
2029,2010-01-29,03:00,    0.00,    0.00,
2029,2010-01-29,04:00,    0.00,    0.00,
2029,2010-01-29,05:00,    0.00,    0.00,
2029,2010-01-29,06:00,    0.00,    0.00,
2029,2010-01-29,07:00,    0.00,    0.00,
2029,2010-01-29,08:00,   66.42,   65.07,
2029,2010-01-29,09:00,  209.04,  202.20,
2029,2010-01-29,10:00,  296.21,  296.49,
2029,2010-01-29,11:00,  383.15,  364.22,
2029,2010-01-29,12:00,  387.79,  361.56,
2029,2010-01-29,13:00,  357.26,  327.03,
2029,2010-01-29,14:00,  352.38,  318.40,
2029,2010-01-29,15:00,  277.66,  231.08,
2029,2010-01-29,16:00,  162.15,  114.88,
2029,2010-01-29,17:00,   25.15,   17.60,
2029,2010-01-29,18:00,    0.00,    0.00,
2029,2010-01-29,19:00,    0.00,    0.00,
2029,2010-01-29,20:00,    0.00,    0.00,
2029,2010-01-29,21:00,    0.00,    0.00,
2029,2010-01-29,22:00,    0.00,    0.00,
2029,2010-01-29,23:00,    0.00,    0.00,
2029,2010-01-30,00:00,    0.00,    0.00,
2029,2010-01-30,01:00,    0.00,    0.00,
2029,2010-01-30,02:00,    0.00,    0.00,
2029,2010-01-30,03:00,    0.00,    0.00,
2029,2010-01-30,04:00,    0.00,    0.00,
2029,2010-01-30,05:00,    0.00,    0.00,
2029,2010-01-30,06:00,    0.00,    0.00,
2029,2010-01-30,07:00,    0.00,    0.00,
2029,2010-01-30,08:00,   15.63,   12.95,
2029,2010-01-30,09:00,  107.94,   97.28,
2029,2010-01-30,10:00,  131.87,  121.52,
2029,2010-01-30,11:00,  127.23,  118.86,
2029,2010-01-30,12:00,  115.75,  109.90,
2029,2010-01-30,13:00,  115.51,  110.89,
2029,2010-01-30,14:00,   56.65,   70.39,
2029,2010-01-30,15:00,   35.90,   51.79,
2029,2010-01-30,16:00,   10.01,   22.24,
2029,2010-01-30,17:00,    1.95,    2.32,
2029,2010-01-30,18:00,    0.00,    0.00,
2029,2010-01-30,19:00,    0.00,    0.00,
2029,2010-01-30,20:00,    0.00,    0.00,
2029,2010-01-30,21:00,    0.00,    0.00,
2029,2010-01-30,22:00,    0.00,    0.00,
2029,2010-01-30,23:00,    0.00,    0.00,
2029,2010-01-31,00:00,    0.00,    0.00,
2029,2010-01-31,01:00,    0.00,    0.00,
2029,2010-01-31,02:00,    0.00,    0.00,
2029,2010-01-31,03:00,    0.00,    0.00,
2029,2010-01-31,04:00,    0.00,    0.00,
2029,2010-01-31,05:00,    0.00,    0.00,
2029,2010-01-31,06:00,    0.00,    0.00,
2029,2010-01-31,07:00,    0.00,    0.00,
2029,2010-01-31,08:00,    6.84,   11.95,
2029,2010-01-31,09:00,   25.40,   46.81,
2029,2010-01-31,10:00,   70.82,  124.51,
2029,2010-01-31,11:00,  179.00,  256.32,
2029,2010-01-31,12:00,  279.37,  319.40,
2029,2010-01-31,13:00,  612.70,  561.77,
2029,2010-01-31,14:00,  392.43,  354.26,
2029,2010-01-31,15:00,  260.07,  230.75,
2029,2010-01-31,16:00,   99.63,   90.64,
2029,2010-01-31,17:00,   11.97,   10.29,
2029,2010-01-31,18:00,    0.24,    0.00,
2029,2010-01-31,19:00,    0.00,    0.00,
2029,2010-01-31,20:00,    0.00,    0.00,
2029,2010-01-31,21:00,    0.00,    0.00,
2029,2010-01-31,22:00,    0.00,    0.00,
2029,2010-01-31,23:00,    0.00,    0.00,




